created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2025-04-14T14:40:50+02:00,1,25.38,45.38,0.7704142,0.9113513,2025-04-14 13:40:49,,,,
2025-04-14T14:41:12+02:00,2,25.30,45.32,0.7804733,0.8918919,2025-04-14 13:41:11,,,,
2025-04-14T14:41:34+02:00,3,25.24,45.29,0.764497,0.8810811,2025-04-14 13:41:32,,,,
2025-04-14T14:41:55+02:00,4,25.17,45.24,0.7704142,0.8762162,2025-04-14 13:41:54,,,,
2025-04-14T14:42:17+02:00,5,25.12,45.21,0.77929,0.8727027,2025-04-14 13:42:16,,,,
2025-04-14T14:42:39+02:00,6,25.12,45.19,0.7710059,0.8702703,2025-04-14 13:42:38,,,,
2025-04-14T14:43:01+02:00,7,25.09,45.18,0.7786982,0.8664865,2025-04-14 13:42:59,,,,
2025-04-14T14:43:22+02:00,8,25.02,45.12,0.7668639,0.8627028,2025-04-14 13:43:21,,,,
2025-04-14T14:43:44+02:00,9,24.99,45.10,0.7704142,0.8572973,2025-04-14 13:43:43,,,,
2025-04-14T14:44:06+02:00,10,24.92,45.06,0.7721894,0.8491892,2025-04-14 13:44:05,,,,
2025-04-14T14:44:27+02:00,11,24.88,45.03,0.7798817,0.8451351,2025-04-14 13:44:26,,,,
2025-04-14T14:44:49+02:00,12,24.85,44.99,0.77929,0.8445946,2025-04-14 13:44:48,,,,
2025-04-14T14:45:11+02:00,13,24.83,44.99,0.7704142,0.8459459,2025-04-14 13:45:10,,,,
2025-04-14T14:45:33+02:00,14,24.84,45.00,0.7757397,0.84,2025-04-14 13:45:32,,,,
2025-04-14T14:45:55+02:00,15,24.85,45.00,0.7786982,0.84,2025-04-14 13:45:53,,,,
2025-04-14T14:46:16+02:00,16,24.86,45.01,0.7704142,0.8332433,2025-04-14 13:46:15,,,,
2025-04-14T14:46:39+02:00,17,24.84,45.00,0.77929,0.8313514,2025-04-14 13:46:37,,,,
2025-04-14T14:47:00+02:00,18,24.84,44.99,0.7745562,0.8294595,2025-04-14 13:46:59,,,,
2025-04-14T14:47:22+02:00,19,24.89,45.03,0.7763314,0.827027,2025-04-14 13:47:21,,,,
2025-04-14T14:47:44+02:00,20,24.87,45.02,0.7798817,0.8278378,2025-04-14 13:47:43,,,,
2025-04-14T14:48:06+02:00,21,24.84,44.99,0.7769231,0.8305406,2025-04-14 13:48:04,,,,
2025-04-14T14:48:27+02:00,22,24.77,44.95,0.7704142,0.8351352,2025-04-14 13:48:26,,,,
2025-04-14T14:48:49+02:00,23,24.73,44.92,0.77929,0.8397297,2025-04-14 13:48:48,,,,
2025-04-14T14:49:11+02:00,24,24.71,44.90,0.7786982,0.8424324,2025-04-14 13:49:10,,,,
2025-04-14T14:49:33+02:00,25,24.69,44.90,0.7704142,0.8483784,2025-04-14 13:49:32,,,,
2025-04-14T14:49:55+02:00,26,24.69,44.87,0.7757397,0.855946,2025-04-14 13:49:53,,,,
2025-04-14T14:50:16+02:00,27,24.64,44.87,0.7704142,0.8572973,2025-04-14 13:50:15,,,,
2025-04-14T14:50:38+02:00,28,24.66,44.87,0.7775148,0.8624324,2025-04-14 13:50:37,,,,
2025-04-14T14:51:00+02:00,29,24.68,44.88,0.77929,0.8632432,2025-04-14 13:50:59,,,,
2025-04-14T14:51:21+02:00,30,24.68,44.88,0.7757397,0.8702703,2025-04-14 13:51:20,,,,
2025-04-14T14:51:43+02:00,31,24.68,44.88,0.7745562,0.8764865,2025-04-14 13:51:42,,,,
2025-04-14T14:52:05+02:00,32,24.70,44.92,0.7698225,0.8840541,2025-04-14 13:52:04,,,,
2025-04-14T14:52:27+02:00,33,24.73,44.91,0.77929,0.8851351,2025-04-14 13:52:26,,,,
2025-04-14T14:52:49+02:00,34,24.71,44.90,0.7710059,0.887027,2025-04-14 13:52:48,,,,
2025-04-14T14:53:11+02:00,35,24.72,44.91,0.7715976,0.8872972,2025-04-14 13:53:10,,,,
2025-04-14T14:53:33+02:00,36,24.74,44.93,0.7798817,0.8872972,2025-04-14 13:53:32,,,,
2025-04-14T14:53:55+02:00,37,24.74,44.93,0.7692308,0.8872972,2025-04-14 13:53:53,,,,
2025-04-14T14:54:16+02:00,38,24.71,44.91,0.7692308,0.8945946,2025-04-14 13:54:15,,,,
2025-04-14T14:54:38+02:00,39,24.71,44.90,0.7715976,0.897027,2025-04-14 13:54:37,,,,
2025-04-14T14:55:00+02:00,40,24.70,44.90,0.7727811,0.9016216,2025-04-14 13:54:59,,,,
2025-04-14T14:55:21+02:00,41,24.70,44.90,0.7704142,0.9043243,2025-04-14 13:55:20,,,,
2025-04-14T14:55:43+02:00,42,24.71,44.90,0.7733727,0.9021622,2025-04-14 13:55:42,,,,
2025-04-14T14:56:05+02:00,43,24.71,44.90,0.7804733,0.902973,2025-04-14 13:56:04,,,,
2025-04-14T14:56:27+02:00,44,24.72,44.91,0.7763314,0.9032433,2025-04-14 13:56:26,,,,
2025-04-14T14:56:49+02:00,45,24.73,44.91,0.7804733,0.9008108,2025-04-14 13:56:47,,,,
2025-04-14T14:57:10+02:00,46,24.74,44.92,0.7704142,0.9048649,2025-04-14 13:57:09,,,,
2025-04-14T14:57:32+02:00,47,24.73,44.93,0.7763314,0.9040541,2025-04-14 13:57:31,,,,
2025-04-14T14:57:54+02:00,48,24.72,44.91,0.77929,0.9043243,2025-04-14 13:57:53,,,,
2025-04-14T14:58:15+02:00,49,24.70,44.90,0.7662722,0.9043243,2025-04-14 13:58:14,,,,
2025-04-14T14:58:37+02:00,50,24.73,44.92,0.7721894,0.9018919,2025-04-14 13:58:36,,,,
2025-04-14T14:58:59+02:00,51,24.72,44.91,0.7745562,0.9010811,2025-04-14 13:58:58,,,,
2025-04-14T14:59:21+02:00,52,24.71,44.91,0.7804733,0.8972973,2025-04-14 13:59:20,,,,
2025-04-14T14:59:42+02:00,53,24.71,44.90,0.7798817,0.8959459,2025-04-14 13:59:41,,,,
2025-04-14T15:00:04+02:00,54,24.69,44.88,0.7781065,0.8975676,2025-04-14 14:00:03,,,,
2025-04-14T15:00:26+02:00,55,24.66,44.87,0.7781065,0.8943243,2025-04-14 14:00:25,,,,
2025-04-14T15:00:48+02:00,56,24.66,44.87,0.77929,0.8954054,2025-04-14 14:00:46,,,,
2025-04-14T15:01:09+02:00,57,24.68,44.89,0.7739645,0.8997297,2025-04-14 14:01:08,,,,
2025-04-14T15:01:31+02:00,58,24.68,44.89,0.7798817,0.8978378,2025-04-14 14:01:30,,,,
2025-04-14T15:01:53+02:00,59,24.69,44.89,0.7763314,0.8997297,2025-04-14 14:01:52,,,,
2025-04-14T15:02:14+02:00,60,24.69,44.89,0.7798817,0.8994595,2025-04-14 14:02:13,,,,
2025-04-14T15:02:36+02:00,61,24.69,44.87,0.7804733,0.8986486,2025-04-14 14:02:35,,,,
2025-04-14T15:02:58+02:00,62,24.70,44.90,0.7715976,0.9005405,2025-04-14 14:02:57,,,,
2025-04-14T15:03:20+02:00,63,24.70,44.89,0.7781065,0.9002703,2025-04-14 14:03:19,,,,
2025-04-14T15:03:41+02:00,64,24.70,44.90,0.7704142,0.9008108,2025-04-14 14:03:40,,,,
2025-04-14T15:04:03+02:00,65,24.72,44.91,0.7698225,0.9048649,2025-04-14 14:04:02,,,,
2025-04-14T15:04:25+02:00,66,24.73,44.93,0.7781065,0.9032433,2025-04-14 14:04:24,,,,
2025-04-14T15:04:47+02:00,67,24.74,44.93,0.7715976,0.9054054,2025-04-14 14:04:46,,,,
2025-04-14T15:05:08+02:00,68,24.73,44.92,0.7775148,0.9051352,2025-04-14 14:05:07,,,,
2025-04-14T15:05:30+02:00,69,24.72,44.92,0.7775148,0.9056757,2025-04-14 14:05:29,,,,
2025-04-14T15:05:52+02:00,70,24.73,44.92,0.7704142,0.9054054,2025-04-14 14:05:51,,,,
2025-04-14T15:06:14+02:00,71,24.74,44.93,0.7786982,0.9045946,2025-04-14 14:06:12,,,,
2025-04-14T15:06:35+02:00,72,24.74,44.93,0.7798817,0.9043243,2025-04-14 14:06:34,,,,
2025-04-14T15:06:57+02:00,73,24.72,44.91,0.7804733,0.9040541,2025-04-14 14:06:56,,,,
2025-04-14T15:07:19+02:00,74,24.72,44.91,0.7798817,0.9045946,2025-04-14 14:07:18,,,,
2025-04-14T15:07:41+02:00,75,24.73,44.91,0.7757397,0.9051352,2025-04-14 14:07:39,,,,
2025-04-14T15:08:02+02:00,76,24.75,44.93,0.7781065,0.9091891,2025-04-14 14:08:01,,,,
2025-04-14T15:08:24+02:00,77,24.73,44.92,0.7757397,0.9056757,2025-04-14 14:08:23,,,,
2025-04-14T15:08:46+02:00,78,24.72,44.92,0.77929,0.9051352,2025-04-14 14:08:45,,,,
2025-04-14T15:09:08+02:00,79,24.73,44.92,0.7715976,0.9067568,2025-04-14 14:09:06,,,,
2025-04-14T15:09:29+02:00,80,24.73,44.93,0.7721894,0.9091891,2025-04-14 14:09:28,,,,
2025-04-14T15:09:51+02:00,81,24.73,44.93,0.7786982,0.9121622,2025-04-14 14:09:50,,,,
2025-04-14T15:10:13+02:00,82,24.74,44.92,0.7786982,0.914054,2025-04-14 14:10:12,,,,
2025-04-14T15:10:35+02:00,83,24.74,44.93,0.7692308,0.9137838,2025-04-14 14:10:33,,,,
2025-04-14T15:10:56+02:00,84,24.72,44.92,0.77929,0.9078378,2025-04-14 14:10:55,,,,
2025-04-14T15:11:18+02:00,85,24.69,44.90,0.7781065,0.9056757,2025-04-14 14:11:17,,,,
2025-04-14T15:11:40+02:00,86,24.66,44.87,0.7804733,0.9021622,2025-04-14 14:11:39,,,,
2025-04-14T15:12:02+02:00,87,24.65,44.86,0.7786982,0.8986486,2025-04-14 14:12:00,,,,
2025-04-14T15:12:23+02:00,88,24.62,44.85,0.77929,0.8962162,2025-04-14 14:12:22,,,,
2025-04-14T15:12:45+02:00,89,24.61,44.84,0.7757397,0.8954054,2025-04-14 14:12:44,,,,
2025-04-14T15:13:07+02:00,90,24.60,44.83,0.7810651,0.8918919,2025-04-14 14:13:06,,,,
2025-04-14T15:13:28+02:00,91,24.58,44.82,0.7804733,0.8848649,2025-04-14 14:13:27,,,,
2025-04-14T15:13:50+02:00,92,24.58,44.82,0.7810651,0.8802702,2025-04-14 14:13:49,,,,
2025-04-14T15:14:12+02:00,93,24.58,44.81,0.7733727,0.8751351,2025-04-14 14:14:11,,,,
2025-04-14T15:14:34+02:00,94,24.57,44.81,0.7775148,0.8721622,2025-04-14 14:14:33,,,,
2025-04-14T15:14:56+02:00,95,24.57,44.80,0.7804733,0.8656757,2025-04-14 14:14:54,,,,
2025-04-14T15:15:17+02:00,96,24.55,44.80,0.7704142,0.8621622,2025-04-14 14:15:16,,,,
2025-04-14T15:15:39+02:00,97,24.55,44.79,0.77929,0.8578379,2025-04-14 14:15:38,,,,
2025-04-14T15:16:01+02:00,98,24.54,44.77,0.7704142,0.855946,2025-04-14 14:16:00,,,,
2025-04-14T15:16:23+02:00,99,24.51,44.77,0.7816568,0.8540541,2025-04-14 14:16:22,,,,
2025-04-14T15:16:44+02:00,100,24.48,44.76,0.7763314,0.8556757,2025-04-14 14:16:43,,,,
2025-04-14T15:17:06+02:00,101,24.48,44.74,0.7781065,0.8570271,2025-04-14 14:17:05,,,,
2025-04-14T15:17:28+02:00,102,24.45,44.73,0.7786982,0.8527027,2025-04-14 14:17:27,,,,
2025-04-14T15:17:49+02:00,103,24.45,44.72,0.7704142,0.85,2025-04-14 14:17:48,,,,
2025-04-14T15:18:11+02:00,104,24.44,44.70,0.7822485,0.8483784,2025-04-14 14:18:10,,,,
2025-04-14T15:18:33+02:00,105,24.43,44.70,0.77929,0.8489189,2025-04-14 14:18:32,,,,
2025-04-14T15:18:55+02:00,106,24.41,44.69,0.7804733,0.8486486,2025-04-14 14:18:54,,,,
2025-04-14T15:19:16+02:00,107,24.43,44.69,0.7810651,0.8459459,2025-04-14 14:19:15,,,,
2025-04-14T15:19:38+02:00,108,24.42,44.70,0.77929,0.8462162,2025-04-14 14:19:37,,,,
2025-04-14T15:20:00+02:00,109,24.41,44.70,0.7698225,0.84,2025-04-14 14:19:59,,,,
2025-04-14T15:20:22+02:00,110,24.39,44.67,0.7704142,0.84,2025-04-14 14:20:21,,,,
2025-04-14T15:20:44+02:00,111,24.38,44.67,0.7798817,0.8340541,2025-04-14 14:20:42,,,,
2025-04-14T15:21:05+02:00,112,24.38,44.67,0.7757397,0.8321621,2025-04-14 14:21:04,,,,
2025-04-14T15:21:27+02:00,113,24.40,44.67,0.7704142,0.8267568,2025-04-14 14:21:26,,,,
2025-04-14T15:21:49+02:00,114,24.40,44.67,0.783432,0.8232432,2025-04-14 14:21:48,,,,
2025-04-14T15:22:11+02:00,115,24.39,44.67,0.7810651,0.8186486,2025-04-14 14:22:10,,,,
2025-04-14T15:22:32+02:00,116,24.36,44.66,0.7710059,0.8186486,2025-04-14 14:22:31,,,,
2025-04-14T15:22:54+02:00,117,24.34,44.64,0.7810651,0.8124324,2025-04-14 14:22:53,,,,
2025-04-14T15:23:16+02:00,118,24.33,44.63,0.7715976,0.8094595,2025-04-14 14:23:15,,,,
2025-04-14T15:23:38+02:00,119,24.31,44.61,0.7727811,0.8086487,2025-04-14 14:23:36,,,,
2025-04-14T15:23:59+02:00,120,24.27,44.60,0.7810651,0.8024324,2025-04-14 14:23:58,,,,
2025-04-14T15:24:21+02:00,121,24.28,44.60,0.7781065,0.802973,2025-04-14 14:24:20,,,,
2025-04-14T15:24:43+02:00,122,24.27,44.60,0.7715976,0.7970271,2025-04-14 14:24:42,,,,
2025-04-14T15:25:04+02:00,123,24.27,44.59,0.7798817,0.7945946,2025-04-14 14:25:03,,,,
2025-04-14T15:25:26+02:00,124,24.25,44.58,0.7739645,0.7918919,2025-04-14 14:25:25,,,,
2025-04-14T15:25:48+02:00,125,24.25,44.58,0.7840237,0.7894595,2025-04-14 14:25:47,,,,
2025-04-14T15:26:10+02:00,126,24.25,44.58,0.7704142,0.7894595,2025-04-14 14:26:08,,,,
2025-04-14T15:26:31+02:00,127,24.23,44.57,0.7781065,0.7856757,2025-04-14 14:26:30,,,,
2025-04-14T15:26:53+02:00,128,24.21,44.55,0.7704142,0.7851352,2025-04-14 14:26:52,,,,
2025-04-14T15:27:15+02:00,129,24.19,44.54,0.7727811,0.7794595,2025-04-14 14:27:14,,,,
2025-04-14T15:27:37+02:00,130,24.19,44.53,0.7704142,0.7756757,2025-04-14 14:27:35,,,,
2025-04-14T15:27:58+02:00,131,24.18,44.53,0.7816568,0.7743243,2025-04-14 14:27:57,,,,
2025-04-14T15:28:20+02:00,132,24.17,44.53,0.7828403,0.7708108,2025-04-14 14:28:19,,,,
2025-04-14T15:28:42+02:00,133,24.17,44.52,0.7798817,0.7713513,2025-04-14 14:28:41,,,,
2025-04-14T15:29:04+02:00,134,24.15,44.51,0.7715976,0.7683784,2025-04-14 14:29:03,,,,
2025-04-14T15:29:25+02:00,135,24.15,44.52,0.7798817,0.7697297,2025-04-14 14:29:24,,,,
2025-04-14T15:29:47+02:00,136,24.14,44.50,0.7704142,0.7683784,2025-04-14 14:29:46,,,,
2025-04-14T15:30:09+02:00,137,24.12,44.49,0.77929,0.7678378,2025-04-14 14:30:08,,,,
2025-04-14T15:30:31+02:00,138,24.12,44.48,0.7745562,0.7710811,2025-04-14 14:30:30,,,,
2025-04-14T15:30:52+02:00,139,24.11,44.48,0.7816568,0.7737838,2025-04-14 14:30:51,,,,
2025-04-14T15:31:14+02:00,140,24.10,44.46,0.7798817,0.7775676,2025-04-14 14:31:13,,,,
2025-04-14T15:31:36+02:00,141,24.09,44.46,0.7745562,0.7794595,2025-04-14 14:31:35,,,,
2025-04-14T15:31:58+02:00,142,24.09,44.46,0.7704142,0.784054,2025-04-14 14:31:57,,,,
2025-04-14T15:32:19+02:00,143,24.09,44.46,0.7798817,0.7851352,2025-04-14 14:32:18,,,,
2025-04-14T15:32:41+02:00,144,24.10,44.47,0.7733727,0.7848649,2025-04-14 14:32:40,,,,
2025-04-14T15:33:03+02:00,145,24.09,44.46,0.7721894,0.7832432,2025-04-14 14:33:02,,,,
2025-04-14T15:33:25+02:00,146,24.08,44.46,0.7715976,0.78,2025-04-14 14:33:24,,,,
2025-04-14T15:33:46+02:00,147,24.08,44.46,0.7781065,0.7786487,2025-04-14 14:33:45,,,,
2025-04-14T15:34:08+02:00,148,24.06,44.44,0.7798817,0.7743243,2025-04-14 14:34:07,,,,
2025-04-14T15:34:30+02:00,149,24.04,44.44,0.7739645,0.7708108,2025-04-14 14:34:29,,,,
2025-04-14T15:34:51+02:00,150,24.06,44.45,0.7798817,0.7662162,2025-04-14 14:34:50,,,,
2025-04-14T15:35:13+02:00,151,24.08,44.45,0.7786982,0.765946,2025-04-14 14:35:12,,,,
2025-04-14T15:35:35+02:00,152,24.04,44.44,0.7804733,0.7637838,2025-04-14 14:35:34,,,,
2025-04-14T15:35:57+02:00,153,24.04,44.44,0.7739645,0.7651351,2025-04-14 14:35:56,,,,
2025-04-14T15:36:18+02:00,154,24.05,44.45,0.7769231,0.7678378,2025-04-14 14:36:17,,,,
2025-04-14T15:36:40+02:00,155,24.08,44.45,0.783432,0.7740541,2025-04-14 14:36:39,,,,
2025-04-14T15:37:02+02:00,156,24.09,44.46,0.7798817,0.7764865,2025-04-14 14:37:01,,,,
2025-04-14T15:37:23+02:00,157,24.08,44.45,0.7710059,0.7791892,2025-04-14 14:37:22,,,,
2025-04-14T15:37:45+02:00,158,24.09,44.47,0.7704142,0.7821622,2025-04-14 14:37:44,,,,
2025-04-14T15:38:07+02:00,159,24.10,44.47,0.7828403,0.7864865,2025-04-14 14:38:06,,,,
2025-04-14T15:38:29+02:00,160,24.10,44.46,0.7757397,0.7862162,2025-04-14 14:38:28,,,,
2025-04-14T15:38:51+02:00,161,24.10,44.47,0.7733727,0.7894595,2025-04-14 14:38:49,,,,
2025-04-14T15:39:12+02:00,162,24.10,44.47,0.7804733,0.7878379,2025-04-14 14:39:11,,,,
2025-04-14T15:39:34+02:00,163,24.10,44.47,0.7757397,0.7872973,2025-04-14 14:39:33,,,,
2025-04-14T15:39:56+02:00,164,24.09,44.48,0.7715976,0.7837838,2025-04-14 14:39:55,,,,
2025-04-14T15:40:18+02:00,165,24.09,44.45,0.7763314,0.7881081,2025-04-14 14:40:16,,,,
2025-04-14T15:40:39+02:00,166,24.10,44.46,0.7721894,0.7881081,2025-04-14 14:40:38,,,,
2025-04-14T15:41:01+02:00,167,24.09,44.45,0.7810651,0.794054,2025-04-14 14:41:00,,,,
2025-04-14T15:41:23+02:00,168,24.08,44.46,0.7810651,0.7967567,2025-04-14 14:41:22,,,,
2025-04-14T15:41:45+02:00,169,24.08,44.47,0.7781065,0.8045946,2025-04-14 14:41:44,,,,
2025-04-14T15:42:11+02:00,170,24.06,44.46,0.7739645,0.8089189,2025-04-14 14:42:05,,,,
2025-04-14T15:42:48+02:00,171,24.08,44.45,0.7763314,0.8140541,2025-04-14 14:42:32,,,,
2025-04-14T15:43:15+02:00,172,24.06,44.45,0.7798817,0.8221622,2025-04-14 14:43:09,,,,
2025-04-14T15:43:46+02:00,173,24.06,44.46,0.7710059,0.8305406,2025-04-14 14:43:35,,,,
2025-04-14T15:44:16+02:00,174,24.08,44.46,0.7757397,0.8372973,2025-04-14 14:44:07,,,,
2025-04-14T15:44:46+02:00,175,24.10,44.46,0.7810651,0.8445946,2025-04-14 14:44:37,,,,
2025-04-14T15:45:12+02:00,176,24.11,44.47,0.7769231,0.8543243,2025-04-14 14:45:07,,,,
2025-04-14T15:45:53+02:00,177,24.12,44.49,0.7757397,0.8635136,2025-04-14 14:45:33,,,,
2025-04-14T15:46:37+02:00,178,24.14,44.51,0.7804733,0.8716216,2025-04-14 14:46:14,,,,
2025-04-14T15:47:03+02:00,179,24.20,44.54,0.7816568,0.8862163,2025-04-14 14:46:58,,,,
2025-04-14T15:47:28+02:00,180,24.23,44.56,0.7745562,0.8959459,2025-04-14 14:47:23,,,,
2025-04-14T15:48:26+02:00,181,24.24,44.58,0.7804733,0.9051352,2025-04-14 14:47:49,,,,
2025-04-14T15:48:48+02:00,182,24.31,44.63,0.7810651,0.9332432,2025-04-14 14:48:47,,,,
2025-04-14T15:49:38+02:00,183,24.35,44.65,0.7704142,0.9437838,2025-04-14 14:49:09,,,,
2025-04-14T15:50:00+02:00,184,24.50,44.77,0.7804733,0.9681081,2025-04-14 14:49:58,,,,
2025-04-14T15:50:22+02:00,185,24.58,44.83,0.7804733,0.9721622,2025-04-14 14:50:21,,,,
2025-04-14T15:50:44+02:00,186,24.65,44.87,0.7757397,0.9724324,2025-04-14 14:50:43,,,,
2025-04-14T15:51:07+02:00,187,24.69,44.90,0.77929,0.9756757,2025-04-14 14:51:05,,,,
2025-04-14T15:51:29+02:00,188,24.75,44.93,0.7786982,0.9735135,2025-04-14 14:51:27,,,,
2025-04-14T15:51:52+02:00,189,24.79,44.96,0.7721894,0.9767568,2025-04-14 14:51:50,,,,
2025-04-14T15:52:14+02:00,190,24.80,44.97,0.7704142,0.9683784,2025-04-14 14:52:12,,,,
2025-04-14T15:52:59+02:00,191,24.77,44.95,0.7757397,0.9635135,2025-04-14 14:52:34,,,,
2025-04-14T15:53:22+02:00,192,24.75,44.93,0.7745562,0.9586486,2025-04-14 14:53:20,,,,
2025-04-14T15:53:43+02:00,193,24.75,44.94,0.7769231,0.9605406,2025-04-14 14:53:42,,,,
2025-04-14T15:54:05+02:00,194,24.75,44.94,0.77929,0.9583784,2025-04-14 14:54:04,,,,
2025-04-14T15:54:28+02:00,195,24.72,44.91,0.7710059,0.9583784,2025-04-14 14:54:26,,,,
2025-04-14T15:54:51+02:00,196,24.71,44.90,0.7810651,0.9610811,2025-04-14 14:54:48,,,,
2025-04-14T15:55:16+02:00,197,24.72,44.91,0.7727811,0.9689189,2025-04-14 14:55:12,,,,
2025-04-14T15:55:42+02:00,198,24.73,44.93,0.7781065,0.9721622,2025-04-14 14:55:37,,,,
2025-04-14T15:56:04+02:00,199,24.75,44.93,0.7816568,0.9745946,2025-04-14 14:56:03,,,,
2025-04-14T15:56:26+02:00,200,24.78,44.95,0.7781065,0.9775676,2025-04-14 14:56:25,,,,
2025-04-14T15:56:50+02:00,201,24.80,44.98,0.7745562,0.9791892,2025-04-14 14:56:47,,,,
2025-04-14T15:57:13+02:00,202,24.86,45.01,0.7798817,0.9759459,2025-04-14 14:57:11,,,,
2025-04-14T15:57:35+02:00,203,24.88,45.03,0.7745562,0.9662162,2025-04-14 14:57:34,,,,
2025-04-14T15:58:03+02:00,204,24.86,45.02,0.7733727,0.9637838,2025-04-14 14:57:55,,,,
2025-04-14T15:58:24+02:00,205,24.86,45.01,0.7781065,0.9643243,2025-04-14 14:58:23,,,,
2025-04-14T15:58:46+02:00,206,24.86,45.00,0.77929,0.9754054,2025-04-14 14:58:45,,,,
2025-04-14T15:59:08+02:00,207,24.85,45.00,0.7798817,0.9743243,2025-04-14 14:59:07,,,,
2025-04-14T15:59:30+02:00,208,24.85,44.99,0.7804733,0.9737838,2025-04-14 14:59:29,,,,
2025-04-14T15:59:52+02:00,209,24.84,45.00,0.7692308,0.9740541,2025-04-14 14:59:50,,,,
2025-04-14T16:00:14+02:00,210,24.83,44.99,0.77929,0.9713513,2025-04-14 15:00:12,,,,
2025-04-14T16:00:36+02:00,211,24.84,44.99,0.7745562,0.9689189,2025-04-14 15:00:35,,,,
2025-04-14T16:00:58+02:00,212,24.84,45.00,0.7721894,0.9664865,2025-04-14 15:00:56,,,,
2025-04-14T16:01:20+02:00,213,24.84,44.99,0.7781065,0.964054,2025-04-14 15:01:18,,,,
2025-04-14T16:01:42+02:00,214,24.84,44.99,0.7769231,0.9575676,2025-04-14 15:01:40,,,,
2025-04-14T16:02:04+02:00,215,24.83,44.99,0.7704142,0.9581081,2025-04-14 15:02:03,,,,
2025-04-14T16:02:26+02:00,216,24.79,44.96,0.77929,0.9524324,2025-04-14 15:02:25,,,,
2025-04-14T16:02:48+02:00,217,24.76,44.94,0.77929,0.9478378,2025-04-14 15:02:47,,,,
2025-04-14T16:03:10+02:00,218,24.73,44.92,0.7781065,0.9443243,2025-04-14 15:03:09,,,,
2025-04-14T16:03:32+02:00,219,24.70,44.90,0.7733727,0.94,2025-04-14 15:03:31,,,,
2025-04-14T16:03:55+02:00,220,24.64,44.87,0.7828403,0.9397298,2025-04-14 15:03:53,,,,
2025-04-14T16:04:19+02:00,221,24.62,44.85,0.7798817,0.9383784,2025-04-14 15:04:16,,,,
2025-04-14T16:04:44+02:00,222,24.63,44.84,0.7704142,0.9370271,2025-04-14 15:04:40,,,,
2025-04-14T16:05:09+02:00,223,24.59,44.83,0.7733727,0.93,2025-04-14 15:05:05,,,,
2025-04-14T16:05:31+02:00,224,24.58,44.81,0.7704142,0.9167567,2025-04-14 15:05:30,,,,
2025-04-14T16:05:52+02:00,225,24.58,44.80,0.7798817,0.9116217,2025-04-14 15:05:51,,,,
2025-04-14T16:06:14+02:00,226,24.53,44.77,0.7721894,0.905946,2025-04-14 15:06:13,,,,
2025-04-14T16:06:36+02:00,227,24.48,44.75,0.7816568,0.9067568,2025-04-14 15:06:35,,,,
2025-04-14T16:06:58+02:00,228,24.46,44.74,0.7775148,0.9086487,2025-04-14 15:06:57,,,,
2025-04-14T16:07:19+02:00,229,24.45,44.73,0.7798817,0.9127027,2025-04-14 15:07:18,,,,
2025-04-14T16:07:41+02:00,230,24.47,44.74,0.7775148,0.9094595,2025-04-14 15:07:40,,,,
2025-04-14T16:08:03+02:00,231,24.46,44.73,0.7810651,0.902973,2025-04-14 15:08:02,,,,
2025-04-14T16:08:24+02:00,232,24.45,44.72,0.7840237,0.8927027,2025-04-14 15:08:23,,,,
2025-04-14T16:08:47+02:00,233,24.42,44.70,0.7704142,0.8916217,2025-04-14 15:08:45,,,,
2025-04-14T16:09:09+02:00,234,24.43,44.71,0.7704142,0.8921621,2025-04-14 15:09:08,,,,
2025-04-14T16:09:31+02:00,235,24.42,44.70,0.7704142,0.8986486,2025-04-14 15:09:30,,,,
2025-04-14T16:09:54+02:00,236,24.42,44.70,0.7828403,0.9013514,2025-04-14 15:09:51,,,,
2025-04-14T16:10:16+02:00,237,24.43,44.71,0.7715976,0.9105405,2025-04-14 15:10:15,,,,
2025-04-14T16:10:39+02:00,238,24.43,44.71,0.7810651,0.9118918,2025-04-14 15:10:37,,,,
2025-04-14T16:11:01+02:00,239,24.45,44.72,0.7822485,0.9091891,2025-04-14 15:10:59,,,,
2025-04-14T16:11:23+02:00,240,24.44,44.71,0.7804733,0.9021622,2025-04-14 15:11:21,,,,
2025-04-14T16:11:45+02:00,241,24.43,44.70,0.7769231,0.9002703,2025-04-14 15:11:43,,,,
2025-04-14T16:12:06+02:00,242,24.41,44.70,0.7798817,0.9,2025-04-14 15:12:05,,,,
2025-04-14T16:12:28+02:00,243,24.40,44.68,0.7804733,0.9062162,2025-04-14 15:12:27,,,,
2025-04-14T16:12:50+02:00,244,24.41,44.69,0.7804733,0.9127027,2025-04-14 15:12:49,,,,
2025-04-14T16:13:12+02:00,245,24.41,44.68,0.7710059,0.9159459,2025-04-14 15:13:10,,,,
2025-04-14T16:13:34+02:00,246,24.40,44.69,0.7710059,0.9189189,2025-04-14 15:13:32,,,,
2025-04-14T16:13:56+02:00,247,24.41,44.69,0.7816568,0.9197297,2025-04-14 15:13:54,,,,
2025-04-14T16:14:17+02:00,248,24.43,44.70,0.7745562,0.9254054,2025-04-14 15:14:16,,,,
2025-04-14T16:14:39+02:00,249,24.46,44.73,0.7715976,0.9364864,2025-04-14 15:14:38,,,,
2025-04-14T16:15:01+02:00,250,24.48,44.74,0.7828403,0.9381081,2025-04-14 15:15:00,,,,
